Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.912632430301816,0.0970860001159586,0.466977884157329,0.594793080912983,0.850614263332306
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.1960440040584,1.16332018268349,1.13014592909379,1.10483767973875,1.07497482890671
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.47983523757956,1.49338987255655,1.55335626648726,1.89090930713133,1.90968326333656
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.20525980686911,2.08630284573945,1.98976849465685,1.89893076814734,1.79400212546566
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.346286117647337,0.311563471293443,0.257949946994399,0.154476680476382,0.0617207329334854
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,3.92078547747936,3.78456615093479,3.63365484265393,3.48160747723884,3.33503679402461
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,0.49767257206961,0.754064581294597,0.935971649156141,1.41594960093608,1.53927354632927
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.371554389037477
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.69539316663887,2.71605397227228,2.72133142564532,2.67332102071494,2.656010133459
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,0.721624002974263,1.39145416003308,1.46397881873087,1.43304325187036,1.41473188516849
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.178965105930181,0.127589742794731,0.0705348376627642,-0.00250269992369218,-0.0577971466911964
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055
Population growth (annual %),SP.POP.GROW,France,FRA,0.355569240058298,0.263868788565368,0.29020211635109,0.358494581816163,0.341374143157509
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.65811880076494,0.59932388341049,0.648229492369303,0.727084625433978,0.706823205794027
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.08691638355563,2.80421210921345,2.55591859788162,2.39135522463594,2.28985536531904
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2.88681938435009,2.80404574599256,2.72348534857532,2.64137634537543,2.58268676641821
Population growth (annual %),SP.POP.GROW,Georgia,GEO,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.36426975910316,2.33938325896993,2.23494542871956,2.1226797659381,2.08893118401294
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.209321014679146,0.13828073187548,0.113554418573327,0.140996191940677,0.113265896118834
Population growth (annual %),SP.POP.GROW,Greece,GRC,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138
Population growth (annual %),SP.POP.GROW,Greenland,GRL,-0.322038549275343,0.128227978389047,-0.0249203440297217,-0.265609140509557,0.359917714454119
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.850810358697201,0.825295754248069,0.792907050535382,0.755485367413198,0.724563813014991
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.259298371028445,0.218836685375473,0.154324682210868,0.0426939914692953,-0.0320187846270383
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.54927671891363,2.58950004128743,2.56349381271807,2.53344244221774,2.5376470778001
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.58264954343545,2.51887831990535,2.43789093573311,2.37233714760758,2.33629046990663
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.52000388065714,0.53575873239208,0.547185665228521,2.8750028594538,1.67134809737405
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.43989350727897,1.41082121304761,1.38753007437198,1.36113131762731,1.33513859245585
Population growth (annual %),SP.POP.GROW,Honduras,HND,1.8093624065659,1.77333693683233,1.73985038012617,1.7097289071087,1.68069668453135
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.851197911086988,0.619366345332479,0.768513877614955,0.800230596967774,0.739283471323064
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.237855001984657,-0.295110604845478,-0.265860932255517,-0.126786951652838,-0.0452557101106228
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.04194038662969,1.38808149583838,2.34558267643862,2.67814276922904,2.19893225826166
Population growth (annual %),SP.POP.GROW,India,IND,1.18779532005068,1.18504622906796,1.15562449067646,1.08752772157855,1.02531077187097
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.1108549322781,1.05894205868913,1.00643952446092,0.966206435866139,0.937689273635294
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,2.26178492558276,1.83580791714073,1.42882552688137,1.30788220910804,1.0995932626289
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,2.71497647013538,2.45940250005547,2.35769232939234,2.41756068668666,2.36838831392184
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.944845307474728,1.12883406399428,1.08867556062,1.23887545258946,1.36762695363797
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,-0.361815200458878,-0.171213441967113,0.155660691192532,0.233037660360485,0.188422790499936
Population growth (annual %),SP.POP.GROW,Israel,ISR,1.98128897562083,1.9603489624817,1.93872567441099,1.92662286520241,1.90898263957994
Population growth (annual %),SP.POP.GROW,Italy,ITA,-0.0963761331392095,-0.169884073301448,-0.14986111697397,-0.190063640113791,-1.15302842389952
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.354975145947794,0.294793625837463,0.202492605820257,0.123091479545611,0.0688992221522009
Population growth (annual %),SP.POP.GROW,Japan,JPN,-0.106124993746747,-0.0511374152133631,-0.081874296046114,-0.126880068088791,-0.140464977878172
Population growth (annual %),SP.POP.GROW,Jordan,JOR,9.21991788769051,4.83585013508326,2.48500934190509,2.36510265786667,2.25750975365016
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,1.46148468519161,1.42204614032925,1.36038126908993,1.31452298457883,1.28960848954226
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2.20032211952888,2.20214556198549,2.17570842690355,2.03273400450275,1.97845694844255
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.48648352823644,1.53561388437723,1.54812092405828,1.56542354171621,1.60651238884126
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,0.523515080357903,0.519654351165206,0.497821203562078,0.476315091651054,0.456446820087896
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.527288497407793,0.396851823381145,0.280968018301691,0.433519027613049,0.347874968577526
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-1.3649323381159,-0.596734073866868,0.753584842739213,0.33901096210321,-0.457730006092952
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,3.83756936489801,3.50280908539676,1.87988170001332,4.55608227002645,2.82985240186539
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,2.05902596620676,2.0372244221997,1.93364715643057,1.99032207024617,2.08787614010317
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.42395616494124,1.51981369057872,1.53436449506028,1.51870726808495,1.49540481526456
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.818626340945853,-0.913885332226604,-0.886215573292392,-0.779138396192231,-0.695239140136066
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,1.96637326864653,-2.2172797902348,-2.4155210315248,-2.62721254105458,-2.87986589552119
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,1.10491438799432,1.18953362244047,1.2397919001165,1.25441313204544,1.25167812193172
Population growth (annual %),SP.POP.GROW,Liberia,LBR,2.03541363752766,2.01259665687601,1.90548944068251,1.91539593694733,1.94236198013985
Population growth (annual %),SP.POP.GROW,Libya,LBY,1.53739411600028,1.4423513120791,1.5175888785251,1.54843762620192,1.39951441440416
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,0.695762433860479,0.677661202777028,0.741744903878247,0.767717718370254,0.78525898208049
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-0.940753796646208,-1.27069453298857,-1.39832220092102,-0.954190459209969,-0.264704354944785
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,2.35995118136865,2.15531198799205,2.43097641776115,1.92883751398765,1.9628449198635
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,1.81601604156179,1.84379989293183,1.88435643808871,1.92034437176829,1.92636052888412
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,0.133165884651483,0.109300286352773,0.0970341952851146,0.0826362901268217,0.022971838409121
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.58818714317603,2.58601148442291,2.58416485189804,2.55407704067255,2.52531662828285
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.75911370133102,2.71781408401004,2.69546636843743,2.68556142714987,2.68285756018368
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,1.49940972361564,1.4620698661924,1.41536933264598,1.31563682048248,1.24151463105699
Population growth (annual %),SP.POP.GROW,Maldives,MDV,4.42253409157761,4.19690422374828,3.92628779480377,3.59964034794787,2.96723053964137
Population growth (annual %),SP.POP.GROW,Mali,MLI,3.14674716699948,3.1904414229907,3.21640725807966,3.17485008918529,3.12666991376831
Population growth (annual %),SP.POP.GROW,Malta,MLT,2.38639536345808,2.28861544064371,2.73866285589301,3.49195540302534,3.93135631850717
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,-2.0215255305986,-2.21210382968728,-2.39133636341706,-2.5716193468544,-2.78025337337267
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.64595710222511,2.64252802228661,2.63352411058118,2.62618780349529,2.6146547551014
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.132404330287967,0.0687082325715694,0.0901672663767558,0.0545354541381391,0.0322330642925213
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.16700884975484,1.13323428792033,1.08042073770937,0.951668643927897,0.860265089734684
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,0.400941558500249,0.422085800331518,0.45835209921657,0.450852095694507,0.404844283265269
Population growth (annual %),SP.POP.GROW,Moldova,MDA,-0.767049559673864,-1.16302237797705,-1.72705846625605,-1.75700442074845,-1.60031653578231
Population growth (annual %),SP.POP.GROW,Monaco,MCO,1.78404621981199,0.842469530267675,-0.0728597482140499,-0.0405005878121066,0.0135020185722688
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,2.11086627913691,2.16233694829923,2.17049015538793,2.17135597977155,2.13999709629328
Population growth (annual %),SP.POP.GROW,Montenegro,MNE,0.0561107244885728,0.0231425307711559,0.011247907097728,-0.0234613531527775,-0.0319870125812963
Population growth (annual %),SP.POP.GROW,Morocco,MAR,1.25305827289905,1.22317023430594,1.1916294240897,1.1178970270223,1.04358412669917
Population growth (annual %),SP.POP.GROW,Mozambique,MOZ,3.04301971715626,3.12915549916881,3.1031851393148,2.94688715052533,2.88656653514774
Population growth (annual %),SP.POP.GROW,Myanmar,MMR,0.802515042929721,0.790127200535222,0.760205959612812,0.719693108790769,0.70799909760206
Population growth (annual %),SP.POP.GROW,Namibia,NAM,1.75460038083267,1.76502653275581,1.75699918544662,1.72516455160384,1.68846817343864
Population growth (annual %),SP.POP.GROW,Nauru,NRU,2.21477979482578,2.22801188569867,2.11954818190381,2.05039801977074,1.72934140105098
Population growth (annual %),SP.POP.GROW,Nepal,NPL,0.538270619899636,0.90447404681918,1.14995372279388,1.1405493652354,1.13635160669166
Population growth (annual %),SP.POP.GROW,Netherlands,NLD,0.443220089035769,0.532178879608489,0.591203366164118,0.583933408920832,0.65507157480522
Population growth (annual %),SP.POP.GROW,New Caledonia,NCL,0.524642605415484,0.281648570411144,0.218102594636015,0.1328462500256,0.0258107337212034
Population growth (annual %),SP.POP.GROW,New Zealand,NZL,2.0360339086492,2.24603210015584,2.08872272281936,1.79124016759035,1.59115889619722
Population growth (annual %),SP.POP.GROW,Nicaragua,NIC,1.43794002440995,1.42874739634574,1.41880628469208,1.40510472256985,1.38548472522896
Population growth (annual %),SP.POP.GROW,Niger,NER,3.82885938381233,3.86709120542471,3.82693398223338,3.78759649907003,3.76544488542259
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.54118746244735,2.50703408562558,2.52731691971774,2.49664490408847,2.44820069834557
Population growth (annual %),SP.POP.GROW,Northern Mariana Islands,MNP,-0.661703101237154,-0.742353404784604,-0.793234215651641,-0.841314237571621,-0.890563183033054
Population growth (annual %),SP.POP.GROW,Norway,NOR,0.995084736958414,0.880969815359919,0.807673181884948,0.660090844249,0.675061373245644
Population growth (annual %),SP.POP.GROW,Oman,OMN,4.45160788841889,4.80412978549779,3.21694904054482,1.29724948709333,0.0350068045198641
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,1.29655172364692,1.20405567252781,1.32813543357738,1.5371724033626,1.6079813474837
Population growth (annual %),SP.POP.GROW,Palau,PLW,-0.0112391121219639,0.123560813249084,0.117802162109984,0.151256296169056,0.290665380719677
Population growth (annual %),SP.POP.GROW,Panama,PAN,1.74123543377264,1.73456002172234,1.71694872170027,1.67512297561619,1.60228973055272
Population growth (annual %),SP.POP.GROW,Papua New Guinea,PNG,2.54320066295637,2.46859434505795,2.39411255967524,2.325313321969,2.26018781066996
Population growth (annual %),SP.POP.GROW,Paraguay,PRY,1.4220035710818,1.42498352233719,1.40691381584073,1.37397022115058,1.33657480808218
Population growth (annual %),SP.POP.GROW,Peru,PER,1.17223066396866,1.36122543775229,1.50694618507609,1.87582164020533,1.90972560807882
Population growth (annual %),SP.POP.GROW,Philippines,PHL,1.66983002094225,1.77382446993613,1.76102262001195,1.70024776555145,1.65518369204871
Population growth (annual %),SP.POP.GROW,Poland,POL,-0.0666411009657168,-0.04298513087435,0.0124800985844923,-0.000200132782838419,-0.0244271070993493
Population growth (annual %),SP.POP.GROW,Portugal,PRT,-0.414141101993213,-0.315459016997883,-0.243889410358812,-0.160104021146769,0.0237334946497115
Population growth (annual %),SP.POP.GROW,Puerto Rico,PRI,-1.75920825815177,-1.93497109034618,-2.4180176217623,-4.0483910336329,0.0106465459574109
Population growth (annual %),SP.POP.GROW,Qatar,QAT,8.65116205432081,7.21280238660749,4.39455430208811,2.00708135491804,1.45331728352711
Population growth (annual %),SP.POP.GROW,Romania,ROU,-0.470052227864654,-0.573660845379617,-0.578007015146885,-0.587493307403584,-0.526814821936341
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.192557946508244,0.170245238698228,0.106870569429971,-0.0130668924933287,-0.0495686654330689
Population growth (annual %),SP.POP.GROW,Rwanda,RWA,2.38595568459796,2.44299698959529,2.47880785239257,2.43503841544025,2.39079436618151
Population growth (annual %),SP.POP.GROW,Samoa,WSM,0.895083542746833,0.964528455768062,1.00975265821375,0.992505709183727,1.04553544180183
Population growth (annual %),SP.POP.GROW,San Marino,SMR,0.540630657141614,0.783340306115649,0.654001447275102,0.293203751950861,0.0643896179357351
Population growth (annual %),SP.POP.GROW,Sao Tome and Principe,STP,1.81982389154769,1.72916107570727,1.64978976233713,1.57759960331955,1.52840326719874
Population growth (annual %),SP.POP.GROW,Saudi Arabia,SAU,1.92462213676111,2.014458627481,2.29816056079707,2.38415003117342,2.28458901092139
Population growth (annual %),SP.POP.GROW,Senegal,SEN,2.72463609047466,2.7154429589038,2.7179778377713,2.71464328183934,2.69763115886709
Population growth (annual %),SP.POP.GROW,Serbia,SRB,-0.494772574469842,-0.523694463062603,-0.532191341024444,-0.546351968633598,-0.536610017822353
Population growth (annual %),SP.POP.GROW,Seychelles,SYC,2.22979505321923,1.33763477950025,1.22403375818123,0.954291917891324,0.887925293341637
Population growth (annual %),SP.POP.GROW,Sierra Leone,SLE,2.40868716120881,2.4195089151865,2.42113485779471,2.36471306664028,2.33284062492806
Population growth (annual %),SP.POP.GROW,Singapore,SGP,1.18637693749822,1.29743609938602,0.0885954699924263,0.469704298714121,1.14428330688929
Population growth (annual %),SP.POP.GROW,Sint Maarten (Dutch part),SXM,2.98022317393175,2.90397846114339,1.5023313732953,0.788033880779993,1.72846502838337
Population growth (annual %),SP.POP.GROW,Slovak Republic,SVK,0.0950338786482762,0.128922329956911,0.155178995687406,0.138508159611326,0.135328072840865
Population growth (annual %),SP.POP.GROW,Slovenia,SVN,0.075190689011533,0.0731972072415279,0.0651590392490152,0.362584395134764,0.696304046333357
Population growth (annual %),SP.POP.GROW,Solomon Islands,SLB,2.52650758971794,2.48924408661005,2.44276679046656,2.39710667907408,2.36010120913781
Population growth (annual %),SP.POP.GROW,Somalia,SOM,3.35915033288915,3.77095438271416,3.91978477697357,3.61305895751929,3.63316490449428
Population growth (annual %),SP.POP.GROW,South Africa,ZAF,2.07401685853513,0.97200398206436,0.387278487857363,1.22553003994341,1.29507386292128
Population growth (annual %),SP.POP.GROW,South Sudan,SSD,-0.169451605224622,-1.15177978960304,-3.75548445756917,-2.49754177378349,0.502203354157719
Population growth (annual %),SP.POP.GROW,Spain,ESP,-0.077588861590047,0.0844301500680736,0.234587922968563,0.437982993728698,0.717715637103499
